,Price,City,Zipcode,State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,Days on Market,Property Type,Status
889,552551,0,85195,0,3,4,1117,2991,2010,33,1,1
890,619389,4,89824,1,5,4,3289,9451,2001,22,3,1
891,869419,3,63159,4,3,1,1231,5733,1953,38,2,1
892,384317,1,72459,1,1,2,2867,2794,2020,34,4,1
893,850010,2,10339,1,5,1,2419,8423,1991,78,3,0
894,1466927,2,63572,2,1,3,1280,8684,1964,81,3,0
895,463990,2,75749,3,3,1,3069,8766,1968,44,3,1
896,1237293,2,56410,0,2,2,2488,6525,1961,79,3,0
897,208954,4,37583,1,5,1,1485,9478,2022,84,3,1
898,414961,0,41056,2,4,4,1832,9594,1987,6,2,1
899,868534,3,42349,3,5,4,683,4670,1998,79,2,0
900,1133100,2,75688,1,6,3,942,6946,2023,110,0,0
901,1396517,2,21619,3,3,2,2365,6983,1992,59,4,2
902,1159677,1,83680,4,5,2,3728,3997,2019,22,3,1
903,1484620,0,91496,2,1,2,3066,9371,1957,102,2,0
904,911278,2,26360,4,6,1,3908,2348,2013,3,1,0
905,1171839,2,48702,4,2,3,862,5533,1955,95,2,0
906,754257,2,79263,0,3,3,3957,7534,1957,70,3,2
907,632651,2,39844,1,2,4,1069,9220,2004,98,0,1
908,903375,0,74744,2,4,3,928,9313,1963,87,0,0
909,1102363,4,30748,1,1,3,1405,8885,2001,85,0,0
910,800196,4,82706,0,2,2,2082,7035,2006,10,0,2
911,249358,1,81173,0,1,2,1763,6974,1953,18,1,0
912,302114,1,25628,1,5,1,3187,5076,1950,20,1,2
913,742536,4,97889,1,3,4,695,5342,1971,58,4,0
914,191048,4,21240,3,1,4,2605,7019,1954,49,2,1
915,1123358,1,10643,4,1,2,3084,5030,1978,96,2,0
916,800072,4,33359,1,2,2,3220,8971,2001,15,2,2
917,762346,1,55662,4,5,4,1149,1446,1957,51,1,2
918,862718,2,36680,2,5,4,1298,6640,2004,29,1,2
919,573942,4,89169,2,3,2,984,2308,1972,2,4,0
920,241211,2,59994,0,1,1,1779,3156,2019,10,4,1
921,1153825,3,62437,0,6,2,2619,5135,1966,118,0,0
922,369281,3,50148,4,2,2,2831,7086,1979,41,3,1
923,570529,2,12730,3,1,2,2925,8592,2016,54,2,1
924,224348,1,77020,3,4,4,1431,3673,2014,86,0,2
925,664416,0,90922,0,3,4,735,8347,1999,36,4,2
926,592454,1,57711,2,4,3,2478,5501,1980,16,3,1
927,905860,2,16674,0,3,4,748,6224,2017,16,3,1
928,601508,0,87430,1,1,3,2993,7553,2004,113,1,0
929,890786,4,23506,1,3,2,2457,5569,2008,30,2,0
930,437511,3,18919,4,3,3,3156,9554,1963,9,4,0
931,1436174,0,54345,0,3,3,3599,4888,1977,4,3,0
932,1003604,4,29378,0,2,1,3633,4691,1953,108,3,0
933,764241,4,63040,0,2,2,2153,2782,2015,53,1,1
934,121708,0,76056,3,3,3,3978,2483,1978,112,2,0
935,491796,3,60385,2,4,3,2586,9732,1976,102,0,2
936,107634,1,67231,4,5,3,2223,8024,2006,53,2,1
937,780966,0,82044,2,1,4,2893,9681,2013,65,3,2
938,724110,3,36444,3,6,2,623,3053,1998,50,0,2
939,1453664,0,86778,4,1,1,1020,7572,2023,25,3,1
940,655953,2,77412,1,2,4,2799,7811,1982,57,4,0
941,837749,4,66809,4,5,1,1323,4978,1966,108,4,0
942,498606,2,33151,1,4,3,1437,3459,1955,55,4,2
943,688959,3,73609,2,1,1,2352,3608,1978,102,3,2
944,1005631,4,60168,2,2,3,3736,5382,2007,57,0,2
945,985654,1,61336,1,6,2,3776,8176,2018,100,2,2
946,1200264,4,39601,0,6,3,2500,7280,2021,90,2,1
947,266057,0,48991,4,5,3,1213,9786,1951,48,3,1
948,658283,2,37559,1,3,1,2487,9439,2013,27,2,0
949,980749,1,38914,0,2,2,834,3839,1959,28,4,2
950,590836,1,77726,4,4,1,983,9401,1998,3,1,0
951,1124902,4,98081,4,1,3,2685,1181,1955,73,1,2
952,1055664,4,90885,0,1,2,1984,2398,1983,7,3,2
953,1228378,2,74884,0,5,3,2761,7538,1972,46,4,2
954,269487,0,50573,1,6,3,3040,4778,1987,2,3,2
955,1080304,0,83560,2,6,2,1808,2762,2023,80,2,2
956,526134,0,14760,2,3,4,1409,6433,1959,119,1,1
957,874245,2,48361,0,2,2,2442,9869,1994,18,2,1
958,1417766,4,91508,4,5,1,2236,7873,1994,5,3,2
959,1460654,1,86267,0,1,2,1320,8708,1956,31,3,0
960,1455417,3,68218,1,1,4,2720,1777,2003,101,0,2
961,1253458,3,89720,4,2,3,2660,3105,2002,48,4,1
962,484967,2,29123,1,6,2,1087,6914,1953,40,3,0
963,1257749,0,64765,2,6,2,2824,5114,1988,42,4,0
964,387069,0,97242,1,4,1,3390,2425,2008,4,3,0
965,688763,3,92096,2,3,3,1358,5525,2019,19,1,0
966,848451,3,79289,0,3,2,2168,2019,1958,91,4,2
967,437080,1,28489,3,5,1,740,7577,1969,63,2,1
968,1227751,4,73849,3,6,1,1382,1046,1974,72,2,2
969,533645,4,95184,3,3,2,2513,7358,1982,68,3,0
970,790073,3,35467,4,5,1,3417,8797,1976,29,4,0
971,1283155,1,35889,1,2,1,1825,1853,1969,62,4,0
972,971258,0,34761,4,4,3,1041,1479,2009,29,1,0
973,923083,4,83659,3,1,3,1199,2333,2000,18,0,2
974,151810,3,91142,2,2,1,1458,1047,1964,47,4,2
975,318897,2,20887,4,2,2,2995,2028,2008,102,0,0
976,563082,3,29137,2,6,4,1020,6331,2020,20,3,1
977,1481779,2,20598,3,1,1,1371,3672,2012,86,1,1
978,1116179,2,34382,2,1,1,968,1465,1985,42,4,2
979,1469707,0,44244,3,6,1,1450,3222,2020,91,0,2
980,798012,0,14788,0,4,2,2079,1138,2017,110,3,0
981,244695,0,72173,4,4,1,3119,6742,1969,83,4,0
982,344950,1,56574,1,6,4,1560,1691,2021,2,4,0
983,433189,4,88715,4,6,4,1179,8430,1966,43,3,2
984,942804,0,52199,1,2,1,3079,5512,2004,25,3,0
985,795699,1,35944,4,4,3,2079,4284,2016,41,3,0
986,530184,3,55913,3,2,3,794,2136,1964,60,4,1
987,1449697,0,14363,0,6,4,2801,7000,1972,28,0,1
988,496223,4,88144,1,6,2,1343,9534,2015,99,3,2
989,142832,2,14393,1,5,1,3265,3212,2018,105,1,0
990,526359,4,29858,3,1,1,3882,8121,1983,18,1,0
991,176255,2,44381,1,3,3,2969,5769,1952,97,4,0
992,906658,3,60005,0,3,3,3531,5012,1956,100,3,2
993,390894,4,31365,1,3,3,1772,7124,1951,71,1,0
994,676318,2,92999,3,1,1,3944,5783,1957,79,0,1
995,423257,4,46034,1,6,1,3862,9816,1982,95,0,0
996,1026238,3,18529,2,1,1,3333,5761,1966,90,3,1
997,1289517,3,44148,3,1,4,710,3639,1976,7,2,1
998,803057,1,87490,1,2,2,1551,9626,2014,59,2,2
999,785531,1,30384,4,5,1,1035,4165,1970,106,2,0
1000,320312,2,49761,1,4,1,3795,1632,1984,106,2,1
1001,417279,2,91575,0,3,3,1133,9672,1994,69,2,0
1002,473195,4,20811,1,4,2,2063,4193,1983,96,2,2
1003,810765,0,32293,1,3,4,3847,3841,2019,118,1,0
1004,947510,0,90863,4,1,3,1657,6400,1950,48,2,0
1005,872311,2,57079,4,4,4,1534,6971,2014,67,3,0
1006,1123484,3,81853,3,1,2,1361,5247,2011,33,3,0
1007,908029,1,24663,2,2,4,646,4393,2004,58,1,2
1008,858758,1,88380,0,1,4,3827,1256,1994,45,1,1
1009,130430,4,98355,0,5,3,2989,8110,2017,5,4,2
1010,1152868,2,65167,0,6,3,3121,3243,1990,55,2,1
1011,951210,1,38616,3,3,4,3769,7943,2004,16,4,0
1012,799710,3,74545,4,2,2,1238,4966,1968,92,1,2
1013,1197720,0,51510,1,6,3,1287,8517,1990,109,2,0
1014,1181226,4,13718,0,1,2,830,1630,1969,21,3,2
1015,1141219,2,21680,3,2,3,989,9282,2012,24,0,0
1016,455913,2,78010,2,4,1,1786,1424,1983,95,1,0
1017,683573,0,95683,4,5,1,2534,1734,2014,20,0,2
1018,282695,3,97210,2,6,4,1582,4037,1982,74,4,1
1019,551665,0,74963,4,4,3,2284,2136,1991,62,1,0
1020,940609,0,32550,4,5,2,1374,1646,1984,91,2,2
1021,1359155,0,89787,4,2,4,3946,6859,2019,22,0,1
1022,1313735,4,50174,1,1,3,1405,5427,2006,105,4,0
1023,1033041,0,63203,0,4,1,2301,8617,1981,65,2,1
1024,1419240,0,57526,4,4,2,1664,7656,1969,92,0,2
1025,957223,0,75019,2,3,2,940,5885,1987,35,3,1
1026,1120934,0,97237,1,3,3,3922,2239,2012,36,2,1
1027,680198,3,29109,0,4,2,2641,3327,1958,81,3,0
1028,379538,4,22219,3,4,3,1974,4275,1988,64,4,0
1029,761390,0,63752,3,5,2,3312,1681,1984,17,1,2
1030,469414,4,99931,3,1,1,3125,2061,1986,4,3,2
1031,853353,4,88211,4,1,2,3752,8566,1973,77,2,1
1032,1276290,1,70285,1,1,2,1382,2112,1981,42,2,1
1033,395657,2,49161,0,1,1,2322,7592,2011,104,1,2
1034,867570,0,99270,4,4,2,3140,9012,1999,16,0,2
1035,1312306,3,17110,1,3,1,2584,5196,1952,30,0,0
1036,772408,1,52450,3,6,2,1030,2017,2008,87,2,0
1037,221390,2,90015,3,6,3,2266,4448,1963,106,1,1
1038,380336,1,77649,1,6,1,947,4928,1989,56,2,0
1039,686236,3,47469,3,3,1,3054,6628,1956,58,4,0
1040,842483,4,38263,2,3,1,2213,6162,1980,58,3,0
1041,176130,4,99845,4,2,4,810,3859,1985,59,3,1
1042,1001401,4,42599,4,2,1,3810,9866,1967,29,2,0
1043,765739,2,90056,0,6,1,3818,6476,2001,14,1,2
1044,562297,0,38332,4,2,1,3399,8678,2008,8,0,2
1045,173054,3,21488,1,1,3,3340,9797,1986,68,0,1
1046,836369,4,47349,1,3,2,2137,5945,1967,91,1,2
1047,1214653,1,73115,2,2,2,609,9127,1973,25,2,1
1048,1142398,0,74946,1,6,4,2139,1266,2011,22,3,0
1049,1287048,3,62025,1,5,2,2474,3110,1989,57,3,2
1050,1140261,3,25704,2,2,3,3140,4951,1961,46,3,1
1051,166017,4,88279,4,3,2,2827,3640,2007,11,0,1
1052,1175358,2,72578,4,2,3,2872,7449,2006,110,0,2
1053,1134124,3,71044,1,3,1,2076,3784,1968,43,0,1
1054,983337,3,81110,2,5,1,3233,8192,2007,89,2,1
1055,557489,4,42781,2,5,1,1549,9759,1998,107,4,2
1056,1453148,2,82732,3,1,2,1340,9464,1969,94,0,2
1057,556554,4,56312,4,4,1,1460,3678,2007,80,1,1
1058,1273603,2,59720,1,1,4,1534,5943,1981,47,2,1
1059,1214336,3,49598,4,2,1,1886,4102,1972,61,4,1
1060,1056509,0,50971,2,1,4,1887,3822,2014,78,1,1
1061,854669,1,80765,1,5,4,1950,8973,1996,105,3,1
1062,698107,3,57171,3,6,3,2549,3939,1955,10,3,0
1063,208299,2,49084,0,4,4,3794,5661,1995,109,0,1
1064,802037,3,21055,4,3,1,1556,3510,1976,105,1,2
1065,242635,1,67428,4,3,1,970,7044,1964,7,3,1
1066,164337,4,48114,2,3,1,992,7775,1992,88,2,0
1067,100764,3,63771,0,3,2,1687,6031,1962,32,1,1
1068,756933,1,38900,4,4,3,3266,9727,1977,27,4,0
1069,209720,4,25446,0,6,1,2480,6884,2013,115,1,1
1070,246361,3,29956,3,6,4,2926,9813,1983,61,1,1
1071,1103488,4,49247,1,1,2,2493,2625,1984,79,2,2
1072,276902,2,95685,2,3,2,2643,1253,1954,103,1,2
1073,777133,1,73692,1,5,3,1558,4251,1956,68,1,2
1074,588396,3,46347,4,6,2,3055,3564,2001,100,0,2
1075,1390353,0,81291,2,2,3,2265,4858,2009,39,4,1
1076,1097319,2,48149,1,4,2,3933,5364,1976,58,1,2
1077,1060026,0,48618,0,3,3,1106,6813,1952,79,0,1
1078,1133236,1,51028,0,1,1,3591,3911,2018,81,0,0
1079,912802,3,33055,1,4,2,3062,4342,2022,53,2,1
1080,583291,4,20542,1,5,4,3609,1978,1957,8,2,0
1081,320388,2,51883,3,1,3,1502,3083,1963,63,3,2
1082,174689,1,69649,2,4,4,3129,5359,1988,17,0,1
1083,211758,2,26310,3,1,4,3624,2602,1951,80,1,1
1084,1202747,3,87696,3,2,3,846,6962,1957,38,3,1
1085,706435,2,68739,3,4,2,1266,7785,1984,78,4,0
1086,151954,2,19818,4,5,3,2074,6680,1995,13,0,1
1087,1250763,4,14016,0,2,4,1531,3371,1977,112,2,2
1088,985809,3,57110,2,4,4,1958,5198,1979,19,0,1
1089,780930,4,67146,0,3,3,3767,8547,1969,44,4,0
1090,1395740,3,37975,0,5,3,3602,7982,2005,92,3,2
1091,942683,0,18290,0,5,1,2795,2712,1995,6,4,2
1092,130879,1,16548,1,3,2,2422,6875,2002,107,1,2
1093,586629,1,30666,0,1,2,1873,1293,1963,84,3,0
1094,848988,2,58922,3,3,3,2099,6716,1970,115,4,0
1095,1092098,3,96253,3,5,4,1976,8980,1996,111,4,0
1096,193142,4,51463,1,6,1,2665,6800,2011,96,0,2
1097,715251,2,84864,1,2,4,1285,7229,1959,15,0,1
1098,1070802,4,57762,3,4,3,1480,7730,1999,99,4,0
1099,911772,2,72473,0,3,1,3811,1523,1981,84,2,2
1100,1095500,4,95757,4,2,3,1130,1234,2018,118,2,2
1101,868293,4,33840,4,5,4,624,7729,2004,30,4,0
1102,535024,0,41971,1,4,4,3953,3173,2013,11,4,2
1103,906684,3,56900,4,2,4,3172,2369,2019,28,1,1
1104,811801,4,24929,0,6,3,636,3670,1952,29,0,1
1105,422369,0,89639,3,5,4,2789,1515,1991,82,1,0
1106,980757,4,38448,4,2,3,3231,6517,1991,61,4,0
1107,327249,3,62075,0,6,2,2634,3986,2003,119,3,1
1108,941729,1,29846,0,3,3,2159,2528,2023,42,1,1
1109,1333634,4,15184,3,4,2,1299,6075,2018,27,1,2
1110,132181,3,20551,1,5,2,2457,8629,2010,72,2,1
1111,259927,0,97417,2,4,4,3189,4457,2013,38,2,0
1112,761820,0,15369,3,5,1,3059,9234,1975,15,2,2
1113,1333651,1,60214,3,5,2,792,6054,2004,35,2,1
1114,1160990,0,32159,4,2,3,3824,1780,1981,26,0,0
1115,1415873,2,99365,2,5,4,3207,1922,1975,109,3,2
1116,730201,0,98952,4,4,1,1507,9093,1964,24,3,1
1117,940838,4,53920,3,4,4,3029,2243,2022,112,3,1
1118,792689,1,76014,4,6,2,2783,4544,1984,63,0,1
1119,285698,1,45807,2,1,1,913,2784,1999,68,2,2
1120,361783,1,68651,0,1,1,1246,7932,1950,60,3,2
1121,545103,4,62739,4,2,1,915,8989,2012,78,2,1
1122,1050912,4,27780,0,1,3,1288,5845,1984,10,4,1
1123,1315813,3,16773,2,3,2,3513,1515,2007,113,2,1
1124,1091643,3,75584,1,1,4,1888,1621,2004,40,4,0
1125,301429,4,58344,1,6,4,1668,6973,1968,70,3,1
1126,105850,4,41891,2,6,2,3444,5114,1950,68,0,2
1127,1152184,2,59337,1,2,3,1415,2690,2000,38,1,0
1128,387863,4,52483,0,6,1,1905,5806,1974,12,3,0
1129,713451,1,26644,3,3,2,3561,4316,2023,35,2,2
1130,697104,2,89113,3,1,1,660,8861,1964,101,0,0
1131,107584,1,68674,1,3,1,3542,3233,2004,13,2,2
1132,539489,4,51861,3,1,2,2419,6115,2013,78,0,2
1133,741663,1,67671,1,1,2,2483,8029,1998,70,1,0
1134,558631,2,38964,2,1,2,1913,1242,2017,94,1,2
1135,1382669,0,79516,0,4,2,1312,5453,1973,54,1,0
1136,566038,2,71953,0,1,2,2602,1820,1956,116,3,1
1137,1026003,4,95520,3,2,4,3832,2008,1986,66,1,0
1138,256879,0,25830,1,5,4,3779,8805,1977,22,2,0
1139,1101864,3,40512,0,2,1,1481,8967,1998,109,4,0
1140,450730,1,70874,1,6,2,2794,6521,1996,72,2,2
1141,232780,1,58442,4,3,3,1737,4621,1976,3,1,2
1142,816152,4,59016,4,5,2,3743,7752,2005,106,2,1
1143,1003420,0,32190,2,6,3,2183,2733,1975,102,2,1
1144,1360828,2,43817,2,4,1,3628,6485,1995,5,2,0
1145,937063,4,22221,0,2,2,3862,6496,2022,118,0,1
1146,340574,2,37285,4,4,3,1510,7017,1970,69,0,0
1147,957604,0,99255,3,3,2,1236,8805,1969,67,2,0
1148,661201,2,28441,0,1,3,2764,5413,1970,102,2,1
1149,424500,4,23068,2,5,2,1861,2318,2021,103,1,1
1150,1216751,0,67919,1,6,1,2288,9197,1974,110,2,1
1151,503097,2,65991,3,6,2,2784,7446,1975,13,0,0
1152,1147486,1,14297,0,2,4,1492,3301,1959,68,4,1
1153,325165,4,74800,2,3,3,941,7511,1954,120,1,2
1154,952328,3,25023,0,2,2,920,1631,2002,39,0,0
1155,838113,3,66128,3,4,4,3658,8027,1962,67,0,2
1156,415528,2,50616,3,2,2,1946,9660,1998,21,4,1
1157,643087,0,58387,1,6,1,1972,9515,1963,110,3,2
1158,1306432,2,65559,1,6,4,615,4278,2014,100,2,0
1159,1061447,0,59560,4,2,4,1629,9020,1977,52,1,2
1160,745730,0,16001,4,1,1,2998,8133,1992,38,1,1
1161,258042,1,80681,1,6,1,3004,9978,1997,28,0,1
1162,326070,3,69699,0,4,1,3544,4770,1967,113,1,2
1163,1203382,2,88829,0,2,3,1171,3252,2010,53,1,0
1164,1415195,0,60647,2,5,4,2656,1191,2014,22,0,2
1165,426197,2,67091,2,4,4,895,1537,2006,55,4,2
1166,1364756,0,24152,3,6,2,1115,6778,1998,112,2,1
1167,611986,4,39241,1,6,2,918,1741,2015,120,3,1
1168,1354118,2,19745,3,3,1,1782,2088,1997,65,2,1
1169,242973,3,50124,3,1,1,2510,7496,1974,81,4,1
1170,727472,1,47813,0,3,4,3492,8833,2011,93,4,1
1171,640552,3,54247,4,1,3,2830,2471,1986,63,2,2
1172,420055,0,82261,2,3,1,2877,8340,1999,25,3,1
1173,851444,0,63625,4,5,3,1439,8488,1952,23,3,2
1174,504384,4,21874,0,3,2,1410,2913,2018,1,1,1
1175,474491,0,45184,1,2,2,2827,3158,1998,84,2,0
1176,130840,0,72733,3,3,3,3594,6692,1989,65,3,2
1177,116136,3,96362,0,1,2,2778,3588,2005,81,1,2
1178,1346277,3,74145,4,3,2,1384,8523,2015,33,2,0
1179,384545,3,58360,3,4,4,1446,8246,2017,6,3,2
1180,1251781,0,74293,4,6,4,1419,3954,1985,32,0,2
1181,1098610,1,29741,2,6,1,983,4932,1979,98,1,1
1182,835582,4,25426,1,4,2,2131,3104,2015,106,1,0
1183,994818,1,16334,2,3,2,2985,4183,1973,40,0,0
1184,848850,0,19834,0,1,2,3798,5049,1966,73,0,1
1185,741445,4,71889,2,3,3,2165,3160,2013,112,3,1
1186,1208371,0,60086,2,3,1,875,8738,1996,46,4,1
1187,1391650,4,75736,2,1,1,897,9021,2010,28,0,2
1188,1394784,0,85937,1,4,3,724,1505,1977,94,3,2
1189,812674,2,85924,2,3,4,3650,1018,1975,93,2,1
1190,1464001,4,41242,1,1,3,3354,4155,1952,99,0,1
1191,602563,2,67799,3,5,4,3265,3274,1990,8,4,2
1192,325763,2,52732,2,3,4,1094,8491,1968,87,1,2
1193,575934,2,50751,3,1,3,1323,9864,1990,6,2,2
1194,397028,0,66852,4,1,3,2013,6611,2015,10,2,0
1195,274902,0,29272,0,3,4,2115,7911,1970,59,0,2
1196,512195,3,49959,3,2,3,1599,2831,1956,43,3,2
1197,721273,2,56352,4,3,4,1785,7084,1990,103,3,1
1198,1433695,1,37005,1,4,4,3244,2818,1978,84,3,0
1199,1310805,3,29634,0,3,1,1573,8523,2014,96,3,2
1200,203965,4,37723,2,4,2,1533,5939,1952,118,3,1
1201,635048,4,87325,0,2,4,3627,5301,1953,85,1,1
1202,1254859,4,67365,0,4,1,3017,7470,2005,58,4,0
1203,1186869,4,21339,0,5,3,1592,2812,2021,36,2,1
1204,1460250,2,89824,0,6,3,3214,3142,1989,42,0,1
1205,1224116,4,94071,4,2,2,827,1289,2003,108,0,0
1206,115744,1,88040,4,6,3,3774,8702,2017,29,1,0
1207,1469258,4,44455,1,4,4,3211,9532,1979,25,0,1
1208,1314524,2,36145,1,6,2,707,5131,1950,43,1,2
1209,687426,4,25480,2,2,1,3789,1605,1967,98,1,2
1210,1499218,3,47577,0,2,3,1892,1464,2006,4,3,2
1211,1212223,2,44730,1,5,4,883,9073,1971,82,4,2
1212,765341,3,39821,2,2,2,970,1668,1969,62,4,2
1213,941784,0,36258,0,5,1,2131,8115,1959,6,4,0
1214,1408110,0,15309,0,4,3,3664,6607,1974,110,4,1
1215,403704,0,13545,0,4,1,3129,7471,1979,28,4,0
1216,337362,4,34436,0,5,1,2678,4246,1965,19,2,0
1217,740701,4,37026,1,2,2,3366,8539,1988,41,0,0
1218,1181779,2,48832,1,4,1,2651,8912,1999,110,0,0
1219,1052477,2,86185,2,2,1,3649,7355,1982,90,0,1
1220,823571,4,75048,1,2,2,3946,4570,1997,48,3,2
1221,1427202,4,97697,2,6,1,1396,8997,2009,95,4,0
1222,628568,2,75834,2,1,3,1008,2981,1968,41,4,2
1223,696092,4,34478,2,1,4,922,8400,1979,114,3,2
1224,127321,1,78574,3,3,3,3353,6168,1972,57,4,1
1225,417293,1,30794,2,5,1,1842,9866,1995,117,1,2
1226,445101,1,52810,0,6,3,1624,5436,1975,117,0,2
1227,238951,2,66309,3,4,4,1921,6959,1951,15,2,0
1228,323309,2,77872,0,1,1,3589,9337,1968,120,0,2
1229,583154,2,17616,0,1,2,2402,4756,1981,96,4,2
1230,948012,4,23087,1,1,4,1689,4018,1971,20,3,1
1231,334932,4,39549,3,3,4,3975,2039,1978,59,2,1
1232,731180,2,55091,2,3,3,3339,7418,1953,1,1,0
1233,335042,2,27772,0,2,2,2566,5501,1967,42,1,1
1234,264127,2,92924,4,1,1,2883,7502,2004,43,3,2
1235,1157381,1,58518,3,1,4,3825,7031,2006,58,4,1
1236,619431,3,25303,2,5,2,1638,6676,1973,24,4,0
1237,362754,3,86063,2,6,3,3281,6890,1974,35,0,1
1238,1264833,0,49505,4,5,1,2570,1038,1981,96,1,0
1239,1169718,2,87798,0,3,3,3529,5643,1959,86,4,2
1240,945815,0,76958,4,2,1,3137,9053,2008,1,0,1
1241,552759,0,19807,3,3,1,3726,2319,2012,61,3,1
1242,1283669,3,27529,0,5,4,1374,7163,1993,38,2,0
1243,377819,2,10143,4,4,3,1914,8404,1953,93,2,2
1244,188207,0,64747,2,2,3,2347,8668,1963,28,0,0
1245,828082,3,19844,4,4,1,1752,7434,2007,78,0,1
1246,915791,1,79505,3,2,1,2092,4960,2023,37,2,2
1247,754651,0,45750,0,1,3,1270,7033,2002,118,1,1
1248,1054702,4,62457,2,2,4,1671,8672,1969,87,1,0
1249,474319,2,13849,3,6,3,2153,1720,1979,41,3,0
1250,501890,2,47203,0,3,1,1214,6685,2018,18,1,0
1251,677428,3,89347,3,4,3,955,6659,1965,58,0,1
1252,378181,4,55163,2,2,1,962,8717,1962,12,1,0
1253,410698,1,71350,3,2,4,3150,8002,1982,77,4,1
1254,727665,0,57242,0,6,4,3329,9314,1971,72,1,0
1255,918160,4,79190,4,3,1,2034,4406,1996,65,3,2
1256,371380,0,96383,0,2,2,3376,4682,1965,72,2,2
1257,417545,4,86638,1,4,4,2004,7617,2014,66,0,1
1258,834757,4,16939,3,2,4,3031,8285,1974,102,1,2
1259,1057374,3,89598,2,3,4,2479,8559,1994,37,1,2
1260,315634,1,64628,2,2,4,2580,3464,1976,101,3,2
1261,1053211,4,30160,1,4,4,1386,6357,1980,97,0,1
1262,179797,4,99211,4,2,3,3326,7653,2006,87,3,2
1263,1381948,1,62062,2,2,3,1678,6412,2016,47,1,0
1264,1221223,1,10006,1,6,1,2298,4008,1989,41,1,2
1265,174659,4,37948,4,6,4,1085,9715,1952,99,1,1
1266,315073,0,13171,0,3,1,2616,7426,1951,60,3,2
1267,1090823,1,89851,4,4,4,1669,3579,2014,114,3,0
1268,1195037,0,73698,2,3,1,3999,1037,1991,81,4,1
1269,1217532,1,40283,3,3,3,987,1295,2019,25,3,0
1270,1258730,2,81388,1,1,1,3027,8287,1976,21,3,0
1271,1401606,0,52083,3,3,4,3595,7896,2002,111,1,2
1272,1366314,4,85201,3,2,1,3429,4250,2007,17,3,2
1273,104493,1,42451,4,6,1,722,2374,2010,45,0,2
1274,1451100,1,88679,4,4,4,1038,4292,1961,49,0,0
1275,691218,4,16383,1,2,1,2316,1892,1959,59,4,2
1276,705960,3,64880,1,3,3,1929,1396,1971,18,0,1
1277,1357857,1,97402,1,5,3,3750,9239,2015,53,0,0
1278,935362,0,71928,4,4,1,2989,2188,1965,113,0,1
1279,963039,4,98928,3,1,3,2661,3171,1981,87,4,0
1280,183360,2,28013,3,5,4,1147,7857,1986,26,2,0
1281,1059126,1,14973,3,5,1,1089,6412,1985,48,1,0
1282,1454344,0,46047,4,3,4,888,6132,1979,120,0,1
1283,876296,3,80624,3,2,4,1062,1605,1974,38,4,2
1284,1414762,2,60812,4,5,4,2195,1688,1982,88,3,0
1285,878723,1,65847,1,3,3,864,5419,1982,35,1,0
1286,679584,1,67572,2,6,2,2582,2240,1956,92,1,1
1287,1117712,2,19739,2,2,4,2851,5486,1996,4,0,1
1288,1358422,1,15876,2,2,2,2713,7623,2011,109,4,0
1289,262520,4,65506,0,2,4,2004,6301,2006,42,0,0
1290,705333,0,17784,1,1,3,1868,7761,2016,120,1,2
1291,1280348,3,49271,0,3,1,1854,4742,1958,12,0,1
1292,1020459,2,48167,3,3,2,3848,9495,1986,24,0,0
1293,503512,4,53010,3,1,3,2445,9036,1950,4,0,0
1294,952028,0,87814,4,3,3,3758,9938,1982,96,2,0
1295,1209761,1,11524,2,3,2,3857,7562,1981,71,0,0
1296,1379446,4,48164,2,1,2,1477,9667,1983,48,4,1
1297,842927,0,85253,4,2,1,2862,1524,2018,55,0,0
1298,288565,0,72813,1,2,2,752,6856,1963,83,1,0
1299,1179701,4,40966,2,5,2,1558,4276,1969,98,1,1
1300,1426326,4,88991,3,3,4,3449,4147,1959,59,0,2
1301,211750,2,46838,3,2,4,3489,8552,2019,109,2,0
1302,437818,0,65816,4,2,4,3047,4867,1980,29,1,2
1303,937185,1,23918,2,6,1,3726,9658,1979,18,2,0
1304,191426,1,82076,2,1,4,615,6583,2003,106,0,2
1305,706620,1,14373,4,2,1,3782,3790,2011,105,0,0
1306,361658,0,96198,2,3,3,2701,7568,1986,11,1,2
1307,929559,3,49755,3,1,1,3646,1948,1978,58,1,2
1308,914842,0,59956,1,1,1,1690,3441,1995,42,4,0
1309,1407926,1,33637,4,4,1,774,1924,1951,107,2,2
1310,1066056,2,62358,3,5,4,702,3901,2001,44,1,1
1311,1126603,1,73560,4,5,4,2289,2793,1957,22,0,2
1312,465265,4,17440,3,4,2,1461,2453,2001,62,1,2
1313,110097,0,11996,2,5,2,1398,8381,1962,47,1,1
1314,1218168,4,13587,2,3,2,2764,6951,2013,20,4,2
1315,715976,1,95216,2,5,4,3979,3457,1971,75,3,0
1316,344668,4,43522,3,4,1,1751,5062,1956,71,3,2
1317,400744,4,21785,4,6,1,885,2365,2010,119,0,1
1318,972477,2,36100,3,3,4,3665,8926,2001,12,3,1
1319,1089772,2,65482,1,1,4,2358,6575,1967,52,4,1
1320,681817,2,51936,4,5,4,927,1536,2019,109,2,2
1321,945467,4,21798,2,1,4,1812,8167,1955,2,4,2
1322,310781,2,99327,0,2,1,3860,2508,1984,27,3,2
1323,1392133,4,87961,3,4,1,2416,9064,2018,16,1,2
1324,1226168,2,39459,3,6,3,2933,7195,1967,84,4,2
